Financial_news_nresults,Google_news_nresults,Google_search_nresults,birth_date,domicile,famous,famous_comment,firstname,info,lastname,linkedin_followers,middlename,nationality,nytimes_nresults,profession,twitter_followers,twitter_verified,wealth,wikipedia_presence
82.0,163000.0,3250000.0,1961-12-24,,,,Ilham,"Ilham Heydar oglu Aliyev (Azerbaijani: İlham Heydər oğlu Əliyev / Илһам Һејдәр оғлу Әлијев, [ilhɑm hɛjdær ɔɣlu ælijɪf]; born 24 December 1961) is an Azerbaijani politician and currently the fourth President of Azerbaijan, in office since 2003. He also functions as the Chairman of the New Azerbaijan Party and the head of the National Olympic Committee. He is the son of ophthalmologist and academician Zarifa Aliyeva and Heydar Aliyev, who was President of Azerbaijan from 1993 to 2003.",Aliyev,,Heydar oglu ,,0,,332259.0,True,,1.0
1.0,6860.0,1130000.0,1954-04-16,,,,Hubert,"Hubert Alexander Minnis (born 16 April 1954) is the Bahamian Prime Minister since May 2017. Minnis is the leader of the Free National Movement, the present governing party, and the Member of Parliament for the New Providence constituency of Killarney. First elected to the legislature in the 2007 election, he succeeded Hubert Ingraham as party leader following the party's defeat in the 2012 election.He was dismissed from his leadership role in the FNM in December 2016, and regained the position in April 2017 after much internal conflict within the party. He became Prime Minister following the victory of his party in the general election held on 10 May 2017.

",Minnis,,Alexander ,,0,,69.0,False,,1.0
45.0,12400.0,370000.0,1950-01-28,,,,Hamad,"Hamad bin Isa bin Salman Al Khalifa (Arabic: حمد بن عيسى بن سلمان آل خليفة‎ Ḥamad bin ʿĪsā bin Salmān ʾĀl Ḫalīfah; born 28 January 1950) is the first King of Bahrain (since 14 February 2002), having previously been its second emir (from 6 March 1999). He is the son of Isa bin Salman Al Khalifa, the previous and first emir. The country has been ruled by the Al Khalifa dynasty since 1783.",bin Isa Al Khalifa,,,,10,,44415.0,True,,1.0
44.0,64800.0,8060000.0,1842-09-21,,,,Abdul,"Abdul Hamid II (Ottoman Turkish: عبد الحميد ثانی‎, `Abdü’l-Ḥamīd-i sânî; Turkish: İkinci Abdülhamit; 21 September 1842 – 10 February 1918) was the 34th Sultan of the Ottoman Empire and the last Sultan to exert effective control over the fracturing state. He oversaw a period of decline, with rebellions, particularly in the Balkans, and an unsuccessful war with the Russian Empire. He ruled from 31 August 1876 until he was deposed shortly after the 1908 Young Turk Revolution, on 27 April 1909. In accordance with an agreement made with the republican Young Ottomans, he promulgated the first Ottoman constitution of 1876 on 23 December 1876, which was a sign of progressive thinking that marked his early rule. Later, however, he noticed Western influence on Ottoman affairs and citing disagreements with the Parliament, suspended both the short-lived constitution and Parliament in 1878 and accomplished highly effective power and control.
Modernization of the Ottoman Empire occurred during his reign, including reform of the bureaucracy, the extension of the Rumelia Railway and Anatolia Railway and the construction of the Baghdad Railway and Hejaz Railway. In addition, a system for population registration and control over the press was established along with the first local modern law school in 1898. The most far-reaching of these reforms were in education: many professional schools were established, including Law School, School of Arts, School of Trades, Civil Engineering School, The Veterinarian School, The Customs School, The Farming School, The Linguistic School, and more. The University of Istanbul, although shut down by Abdul Hamid in 1881, was reopened in 1900, and a network of secondary, primary, and military schools was extended throughout the empire. Railway and telegraph systems were developed by primarily German firms.  During his reign, the Ottoman Empire became bankrupt leading to the establishment of Ottoman Public Debt Administration in 1881.
Abroad, Abdul Hamid was nicknamed the Red Sultan or Abdul the Damned due to the massacres committed against minorities during his rule and use of secret police to silence dissent and republicanism. These initiatives led to an assassination attempt in 1905, contributing to the sultan's worsening paranoia until his eventual removal from the throne.",Hamid,,,,10,,128156.0,True,,1.0
7.0,12400.0,142000.0,1965-10-01,,,,Mia,"Mia Amor Mottley, QC, MP (born 1 October 1965) is a Barbadian politician and attorney who is the current Prime Minister of Barbados and leader of the Barbados Labour Party (BLP). Mottley is the eighth person to hold the position of Prime Minister in Barbados and first woman to hold either position. 
Mottley has been the Member of Parliament for the constituency of Saint Michael North East since 1994. From 1994 to 2008, she held a succession of ministerial portfolios including the post of Attorney-General of Barbados becoming the first woman to be appointed as such. She is also a member of the Inter-American Dialogue.Mottley was twice the Leader of the Opposition in House of Assembly of Barbados first from 2008 to 2010 then from 2013 to 2018. In 2018, the Mottley-led BLP won an historic landslide victory in the 24 May general election, securing all 30 seats in the House—making them the first party to accomplish this feat—in addition to winning 72.8% of the popular vote, which is the highest share ever achieved by a party in a general election.",Mottley,,Amor ,,0,,3966.0,False,,1.0
216.0,44300.0,687000.0,1954-08-30,,,,Alexander,"Alexander Grigoryevich Lukashenko (Belarusian: Алякса́ндар Рыго́равіч Лукашэ́нка, translit. Alyaksandr Ryhoravich Lukashenka, Aljaksandar Ryhoravič Lukašenka in the Belarusian Latin alphabet, IPA: [alʲaˈksand(a)r rɨˈɣɔravʲitʂ lukaˈʂɛnka]; Russian: Алекса́ндр Григо́рьевич Лукаше́нко, IPA: [ɐlʲɪˈksandr ɡrʲɪˈɡorʲjɪvʲɪtɕ ɫʊkɐˈʂɛnkə]; born 30 August 1954) is a Belarusian politician serving as President of Belarus since the office was created on 20 July 1994. Before launching his political career, Lukashenko worked as director of a state-owned agricultural farm (kolkhoz) and spent time with the Soviet Border Troops and the Soviet Army. He was the only deputy to vote against the independence of Belarus from the Soviet Union.
Lukashenko opposed Western-backed shock therapy during the post-Soviet transition. He has supported state ownership of key industries in Belarus, despite objections from Western governments. Lukashenko's government has also retained much of the country's Soviet-era symbolism, especially related to the victory in the Second World War. Western opponents of Lukashenko have described Belarus as 'Europe's last dictatorship'. Since 2006, Lukashenko and other Belarusian officials have also been the subject of on-and-off sanctions imposed by the European Union and the United States for human rights violations. He responds that his policies are the only alternative to instability and have spared Belarus from the poverty and oligarchy seen elsewhere in the former Soviet republics.
Since the dissolution of the Soviet Union, under Lukashenko's leadership Belarus has maintained government control over key industries and eschewed large-scale privatizations seen in other former Soviet republics.",Lukashenko,,Grigoryevich ,,2,,1736.0,False,,1.0
277.0,1180000.0,2520000.0,1975-12-21,,,,Charles,"Charles Yves Jean Ghislaine Michel (French pronunciation: ​[ʃaʁl miʃɛl]; Dutch: [ˈcɑrl(s) miˈʃɛl]; born 21 December 1975) is a  Belgian politician who is the current Prime Minister of Belgium. He is the son of Louis Michel, also a prominent politician. Charles Michel was the leader of the francophone liberal party Mouvement Réformateur (MR) since February 2011 until becoming Prime Minister. Michel is the youngest Belgian Prime Minister since 1845.",Michel,,Louis ,,10,,215725.0,True,,1.0
7.0,4750.0,126000.0,1951-03-02,,,,Dean,"Dean Oliver Barrow (born 2 March 1951) is a Belizean politician who has been Prime Minister of Belize since 2008. He is also the leader of the United Democratic Party (UDP) since 1998. An attorney by trade, he served as Deputy Prime Minister and Minister of Foreign Affairs from 1993 to 1998 and was Leader of the Opposition from 1998 until the UDP won the February 2008 election. Barrow started his first term as Prime Minister after victory in the 2008 election. He started his second term after the UDP again won an election on 7 March 2012. He started his third term when the UDP won again on 4 November, 2015.",Barrow,,Oliver ,,6,,240.0,False,,1.0
32.0,26900.0,863000.0,1958-05-01,,,,Patrice,Patrice Guillaume Athanase Talon (born 1 May 1958) is a Beninese businessman and politician who has been President of Benin since 6 April 2016.,Talon,,Guillaume Athanase ,,1,,6942.0,False,,1.0
3.0,3210.0,357000.0,1980-02-21,,,,Jigme,"Jigme Khesar Namgyel Wangchuck (འཇིགས་མེད་གེ་སར་རྣམ་རྒྱལ་དབང་ཕྱུག་, Wylie: jigs med ge sar rnam rgyal dbang phyug born 21 February 1980) is the current reigning Druk Gyalpo or ""Dragon King"" of the Kingdom of Bhutan. After his father Jigme Singye Wangchuck abdicated the throne in his favour, he became King on 9 December 2006. A public coronation ceremony was held on 6 November 2008, an auspicious year that marked 100 years of monarchy in Bhutan.
Wangchuck has yet to take a humanitarian or political stand on the Bhutanese citizens of Nepali origin who were banished from Bhutan by his father's government. The banishment is said to be the world's biggest creator of refugees per capita in the 1990s, when his father's government ordered the expulsion of Bhutanese citizens of Nepali origin in the name of preserving Bhutan's unique national identity (""One Nation, One People"" policy) which it boasts today. Wangchuck's government carried out this ethnic cleansing as it regarded these citizens as a cultural threat to Bhutan. About 108,000 of these stateless Bhutanese are still living in seven refugee camps in Nepal, although many have been resettled in Western nations.",Khesar Namgyel Wangchuck,,,,1,,,,,1.0
402.0,2520000.0,16300000.0,1959-10-26,,,,Evo,"Juan Evo Morales Ayma (born October 26, 1959), commonly known as Evo Morales (Spanish pronunciation: [ˈeβo moˈɾales]), is a Bolivian politician and cocalero activist who has served as President of Bolivia since 2006. Widely regarded as the country's first president to come from the indigenous population, his administration has focused on the implementation of leftist policies, poverty reduction, and combating the influence of the United States and multinational corporations in Bolivia. A socialist, he is the head of the Movement for Socialism (MAS) party.
Born to an Aymara family of subsistence farmers in Isallawi, Orinoca Canton, Morales undertook a basic education before mandatory military service, in 1978 moving to Chapare Province. Growing coca and becoming a trade unionist, he rose to prominence in the campesino (""rural laborers"") union. In that capacity he campaigned against U.S. and Bolivian attempts to eradicate coca as part of the War on Drugs, denouncing these as an imperialist violation of indigenous Andean culture. His involvement in anti-government direct action protests resulted in multiple arrests. Morales entered electoral politics in 1995, became the leader of the MAS and was elected to Congress in 1997. Coupled with populist rhetoric, his campaign focused on issues affecting indigenous and poor communities, advocating land reform and the redistribution of gas wealth. He gained increased visibility through the Cochabamba protests and gas conflict. In 2002 he was expelled from Congress for encouraging anti-government protesters, although he came second in that year's presidential election.
Once elected in 2005, Morales increased taxation on the hydrocarbon industry to bolster social spending, emphasising projects to combat illiteracy, poverty, racism, and sexism. Vocally criticizing neoliberalism and reducing Bolivia's dependence on the World Bank and International Monetary Fund, his administration oversaw strong economic growth while following a policy termed ""Evonomics"" which sought to move from a liberal economic approach to a mixed economy. Scaling back U.S. influence in the country, he built relationships with leftist governments in the Latin American pink tide and signed Bolivia into the Bolivarian Alliance for the Americas. Attempting to moderate the left-indigenous activist community, his administration also opposed the right-wing autonomist demands of Bolivia's eastern provinces. Winning a recall referendum in 2008, he instituted a new constitution that established Bolivia as a plurinational state and was re-elected in 2009. His second term witnessed the continuation of leftist policies and Bolivia's joining of the Bank of the South and Community of Latin American and Caribbean States; he was again reelected in the 2014 general election.
Morales has been praised for significantly reducing poverty and illiteracy in Bolivia and has been internationally decorated with various awards. His supporters have lauded him as a champion of indigenous rights, anti-imperialism, and environmentalism. Alternately, a number of leftist, indigenous, and environmentalist critics have accused him of failing to live up to many of his espoused values, while right-wing opponents have accused him of being excessively radical and authoritarian and claimed that his defence of coca contributes to illegal cocaine production.",Morales,,"Morales
Evo ",,10,,445661.0,True,,1.0
1.0,4040.0,257000.0,1949-05-22,,,,Valentin,"Valentin Inzko (born 22 May 1949) is an Austrian diplomat currently serving as the High Representative for Bosnia and Herzegovina, a role which he assumed on 26 March 2009. Between 2009 and 2011 he served also as the European Union Special Representative for Bosnia and Herzegovina. He is a member of the Slovene minority.",Inzko,,,,1,,,,,1.0
4.0,6690.0,155000.0,1961-07-21,,,,Mokgweetsi,"Mokgweetsi Eric Keabetswe Masisi (born 21 July 1961) is the 5th and current President of Botswana. He has also served as Minister of Education since 2014, and previously he was Minister of Presidential Affairs and Public Administration from 2011 to 2014. He was first elected to Parliament in 2009.",Masisi,,Eric Keabetswe ,,2,,35106.0,False,,1.0
1200.0,2880000.0,11600000.0,1940-09-23,,,,Michel,"Michel Miguel Elias Temer Lulia (Portuguese pronunciation: [miˈʃɛw miˈɡɛw eˈliɐs ˈtemeɾ luˈliɐ]; born 23 September 1940) is a Brazilian lawyer and politician serving as the 37th and current President of Brazil since 2016. He took office after the impeachment and removal from office of his predecessor Dilma Rousseff. He had been Vice President since 2011 and Acting President since 12 May 2016, when Rousseff was suspended while she faced an impeachment trial. At the age of 75, he is the oldest person to have taken the office.
The Senate's 61–20 vote, on 31 August 2016, to remove Rousseff from office meant that Temer succeeded her to serve out the remainder of Rousseff's second term, ending 31 December 2018. In his first speech in office, Temer called for a government of ""national salvation"" and asked for the trust of the Brazilian people. He also signaled his intention to overhaul the pension system and labor laws, and to curb public spending.A 2017 poll showed that Temer's administration had 7% popular approval, with 76% of respondents in favor of Temer's resignation.  Despite widespread protests, Temer has refused to step down. Temer did not stand for President in the 2018 elections and is due to be succeeded by President-elect Jair Bolsonaro on January 1, 2019.",Temer,,Miguel Elias ,,10,,999345.0,True,,1.0
38.0,20900.0,1550000.0,1946-07-15,,,,Hassanal,"Hassanal Bolkiah, GCB GCMG (full name: Sultan Haji Hassanal Bolkiah Mu'izzaddin Waddaulah ibni Al-Marhum Sultan Haji Omar Ali Saifuddien Sa'adul Khairi Waddien Sultan and Yang Di-Pertuan of Brunei Darussalam; born 15 July 1946) is the 29th and current Sultan and Yang Di-Pertuan of Brunei. He is also the first and incumbent Prime Minister of Brunei. The eldest son of Sultan Omar Ali Saifuddien III and Raja Isteri (Queen) Pengiran Anak Damit, he succeeded to the throne as the Sultan of Brunei, following the abdication of his father on 5 October 1967. Sultan Hassanal was also known as the Chairman of the Association of Southeast Asian Nations (ASEAN) in 2001 and 2013 due to the hosting of the ASEAN summits to those due dates.
The Sultan has been ranked among the wealthiest individuals in the world; Forbes estimated the Sultan's total peak net worth at US$20 billion in 2008. After Queen Elizabeth II, the Sultan is the world's second longest-reigning current monarch. On 5 October 2017, the Sultan celebrated his Golden Jubilee to mark the 50th year of his reign on the throne.",Bolkiah,,BolkiahHouse of ,,0,,1266.0,False,,1.0
8.0,17300.0,362000.0,1963-06-18,,,,Rumen,"Rumen Georgiev Radev (Bulgarian: Румен Георгиев Радев; born 18 June 1963) is a Bulgarian Major General of the Reserve and the current President of Bulgaria since January 2017. Radev previously served as Commander of the Bulgarian Air Force. He won the 2016 presidential election, as an independent candidate supported by the Bulgarian Socialist Party, defeating GERB candidate Tsetska Tsacheva in the second round.",Radev,,Georgiev ,,0,,4369.0,False,,1.0
51.0,17300.0,179000.0,1957-04-25,,,,Roch,"Roch Marc Christian Kaboré (born 25 April 1957) is a Burkinabè politician and the President of Burkina Faso, in office since 2015. Previously he served as the Prime Minister of Burkina Faso between 1994 and 1996 and President of the National Assembly of Burkina Faso from 2002 to 2012. He also served as President of the Congress for Democracy and Progress (CDP). In January 2014, he left the ruling CDP and joined a new opposition party, the People's Movement for Progress.
He was elected as President of Burkina Faso in the November 2015 general election, winning a majority in the first round of voting.  Upon taking office, he became the first non-interim president in 49 years without any past ties to the military.",Marc Christian Kabore,,,,4,,126016.0,True,,1.0
157.0,39300.0,1010000.0,1963-12-18,,,,Pierre,"Pierre Nkurunziza (French pronunciation: ​[pjɛʁ n̪kyʁœ̃ziza]; born 18 December 1963) is a Burundian politician who has been President of Burundi since 2005. He was the Chairman of the National Council for the Defense of Democracy-Forces for the Defense of Democracy (CNDD-FDD), the ruling party, until he was elected as President of Burundi.
In 2015, Nkurunziza was controversially nominated by his party for a third term in office. Supporters and opponents of Nkurunziza disagreed as to whether it was legal for him to run again, and protests followed. More than two months of anti-Nkurunziza protests, which were often violently repressed, left at least 100 dead. On 13 May 2015, a coup attempt against Nkurunziza occurred while he was out of the country; the coup leader, Godefroid Niyombare, claimed to have ousted Nkurunziza, although Nkurunziza loyalists disputed the claim. Facing resistance from Nkurunziza loyalists, the coup collapsed and forces loyal to Nkurunziza appeared to be back in full control by 15 May. Independent media was shut down and many opponents fled, joining an exodus of more than 400,000 Burundians.Amidst an opposition boycott, Nkurunziza was re-elected for a third term in the July 2015 presidential election. On 7 June 2018, Nkurunziza announced that he would not seek another term and step down when his current term ends in 2020.",Nkurunziza,,,,4,,134970.0,True,,1.0
7.0,8580.0,254000.0,1953-05-14,,,,Norodom,"Norodom Sihamoni (Khmer: នរោត្តម សីហមុនី; born 14 May 1953) is the King of Cambodia, which he became on 14 October 2004. He is the eldest son of King Norodom Sihanouk and Queen Norodom Monineath. He was Cambodia's ambassador to UNESCO and named by a nine-member throne council to become the next king after his father Norodom Sihanouk abdicated in 2004. Before ascending the throne, Sihamoni was best known for his work as a cultural ambassador in Europe and as a classical dance instructor, a specialization he graduated from in Prague, Czech Republic.
The most prominent issue against the king is his laissez-faire policy towards Hun Sen's dictatorship in his own kingdom. Critics have called Norodom Sihamoni a ""puppet monarch"" since his ascension in 2004.",Sihamoni,,,,1,,0.0,False,,1.0
84.0,149000.0,5700000.0,1933-02-13,,,,Paul,"Paul Biya (born Paul Barthélemy Biya'a bi Mvondo, 13 February 1933), is a Cameroonian politician serving as the  President of Cameroon since 6 November 1982.A native of Cameroon's south, Biya rose rapidly as a bureaucrat under President Ahmadou Ahidjo in the 1960s, serving as Secretary-General of the Presidency from 1968 to 1975 and then as Prime Minister of Cameroon from 1975 to 1982. He succeeded Ahidjo as president upon the latter's surprise resignation in 1982 and consolidated power in a 1983–1984 staged attempted coup in which he eliminated all his rivals.
Biya introduced political reforms within the context of a one-party system in the 1980s. Under serious pressure, he accepted the introduction of multiparty politics in the early 1990s. He supposedly won the 1992 presidential election with 40% of the plural, single-ballot vote and was re-elected by large margins in 1997, 2004, and 2011. Opposition politicians and Western governments have alleged voting irregularities and fraud on each of these occasions. Many independent sources have proved that he did not win the elections in 1992, and the subsequent elections were a rampant fraud. Biya is currently the longest-ruling non-royal leader in Africa and the oldest ruler in Sub-Saharan Africa after Robert Mugabe stepped down during the 2017 Zimbabwean coup d'état.Biya has maintained Cameroon's close relationship with France, one of Cameroon's former colonial ruler besides the United Kingdom.",Biya,,Barthélemy ,,10,,368344.0,False,,1.0
1240.0,6690000.0,14000000.0,1971-12-25,,,,Justin,"Justin Pierre James Trudeau  (; French: [ʒystɛ̃ tʁydo]; born December 25, 1971) is a Canadian politician serving as the 23rd and current Prime Minister of Canada since 2015 and Leader of the Liberal Party since 2013. Trudeau is the second-youngest Canadian Prime Minister, after Joe Clark; he is also the first to be related to a previous holder of the post, as the eldest son of Pierre Trudeau.Born in Ottawa, Trudeau attended Collège Jean-de-Brébeuf and graduated from McGill University in 1994 and the University of British Columbia in 1998. He gained a high public profile in October 2000, when he delivered a eulogy at his father's state funeral. After graduating, he worked as a teacher in Vancouver, British Columbia. He completed one year of an engineering program at Montreal's École Polytechnique, from 2002 to 2003, and one year of a master's program in environmental geography at McGill University, from 2004 to 2005. He advocated for various causes, and portrayed a cousin in the 2007 TV miniseries The Great War.In the 2008 federal election, he was elected to represent the riding of Papineau in the House of Commons. In 2009, he was appointed the Liberal Party's critic for youth and multiculturalism, and the following year, became critic for citizenship and immigration. In 2011, he was appointed as critic for secondary education and youth and amateur sport. Trudeau won the leadership of the Liberal Party in April 2013 and went on to lead his party to victory in the 2015 federal election, moving the third-placed Liberals from 36 seats to 184 seats, the largest-ever numerical increase by a party in a Canadian general election.",Trudeau,,Pierre James ,,10,,4383583.0,True,,1.0
